250	0.00014
500	0.00058
750	0.00124
1000	0.00222
1250	0.00342
1500	0.0049
1750	0.00672
2000	0.00872
2250	0.01092
2500	0.01358
2750	0.01646
3000	0.0196
3250	0.0229
3500	0.02662
3750	0.03066
4000	0.03516
4250	0.04014
4500	0.04424
4750	0.04922
5000	0.05432
5250	0.05972
5500	0.06566
5750	0.07248
6000	0.07868
6250	0.0841
6500	0.09236
6750	0.10182
7000	0.11086
7250	0.11592
7500	0.12174
7750	0.13158
8000	0.13818
8250	0.1468
8500	0.15514
8750	0.16726
9000	0.18414
9250	0.19566
9500	0.2006
9750	0.21412
10000	0.22994
10250	0.23836
10500	0.2454
10750	0.25872
11000	0.27218
11250	0.28694
11500	0.28964
11750	0.29562
12000	0.30874
12250	0.32154
12500	0.33498
12750	0.3564
13000	0.38198
13250	0.38552
13500	0.39862
13750	0.4257
14000	0.43284
14250	0.43346
14500	0.4492
14750	0.46458
15000	0.48004
15250	0.49652
15500	0.51272
15750	0.5298
16000	0.5479
16250	0.58994
16500	0.59116
16750	0.6005
17000	0.62618
17250	0.6775
17500	0.68762
17750	0.70768
18000	0.72668
18250	0.7447
18500	0.76832
18750	0.78912
19000	0.80894
19250	0.82946
19500	0.85022
19750	0.87332
20000	0.89212
20250	0.90658
20500	0.92454
20750	0.98404
21000	0.94582
21250	0.99818
21500	1.04458
21750	1.06908
22000	1.08936
22250	1.111
22500	1.11108
22750	1.16042
23000	1.18748
23250	1.217
23500	1.23324
23750	1.25398
24000	1.26898
24250	1.3203
24500	1.34528
24750	1.37248
25000	1.40276
